Source,Target,Weight
1120,14326,381
842,14326,38
325,14326,2
1423,14326,2
319,14326,1
1427,14326,1
2677,14327,672
2678,14327,4
2680,14327,2
1563,14327,1
781,14328,11
470,14329,3362
471,14329,3318
473,14329,2487
207,14329,2181
474,14329,1539
189,14329,1106
476,14329,995
479,14329,860
480,14329,849
478,14329,830
472,14329,592
482,14329,550
484,14329,472
483,14329,469
3,14329,461
475,14329,433
31,14329,424
335,14329,395
488,14329,352
490,14329,238
486,14329,236
491,14329,234
3160,14329,231
481,14329,199
487,14329,193
492,14329,162
90,14329,148
3161,14329,148
187,14329,142
3162,14329,138
3418,14330,114
2842,14331,1243
2843,14331,426
2844,14331,158
2845,14331,9
3023,14332,1
1063,14334,19
2385,14338,128
2384,14338,78
2387,14338,77
2131,14338,49
278,14339,3
3419,14339,1
237,14340,1
1244,14342,153
146,14342,97
3126,14342,48
3337,14342,24
2035,14342,15
3112,14342,12
3420,14342,7
3421,14342,7
3422,14342,7
58,14342,6
211,14342,6
2452,14342,6
3423,14342,5
3424,14342,4
3425,14342,4
319,14342,4
1649,14342,4
3426,14342,4
541,14342,3
3284,14342,2
76,14342,2
3167,14342,2
2122,14342,2
3427,14342,1
3428,14342,1
3198,14342,1
129,14342,1
3429,14342,1
15,14342,1
3430,14342,1
3431,14344,349
3432,14344,164
3433,14345,4
3126,14345,3
3112,14345,1
3434,14345,1
725,14346,5
3435,14347,65
3436,14347,16
0,14350,22
294,14350,4
2677,14351,356
2678,14351,2
2680,14351,2
3026,14352,10
124,14354,7
3437,14356,1
3438,14357,19
3023,14359,2
3418,14360,102
3439,14361,4
1015,14363,18
1422,14364,25
155,14365,1
316,14367,4
3112,14367,1
1015,14368,98
2064,14368,1
3440,14368,1
36,14370,62
180,14370,21
3441,14370,8
278,14373,14
2216,14374,2
2216,14375,2
3442,14376,26
3443,14376,9
3444,14376,8
3445,14376,5
3446,14376,1
996,14377,29
3447,14377,6
161,14378,69
904,14378,20
25,14378,4
1362,14378,3
3448,14379,709
3,14380,66
316,14380,30
482,14380,1
3449,14381,312
2498,14381,85
3450,14381,35
3451,14381,2
2939,14382,438
3452,14382,4
916,14382,3
3404,14382,3
3391,14382,3
2752,14382,3
2122,14382,3
2234,14382,2
1575,14382,2
3453,14382,2
3454,14382,2
3455,14382,1
3402,14382,1
3405,14382,1
2635,14382,1
921,14382,1
3456,14382,1
3457,14382,1
2086,14382,1
3458,14382,1
300,14382,1
3459,14382,1
1953,14382,1
38,14382,1
3392,14382,1
483,14382,1
3460,14382,1
3461,14382,1
3462,14382,1
3463,14382,1
1277,14383,2
3464,14384,30
1277,14385,21
606,14386,6
3354,14386,2
1001,14387,63
1157,14387,26
715,14387,4
567,14387,2
1538,14387,1
3465,14390,127
207,14392,28
623,14392,3
1001,14393,13
1001,14394,107
1157,14394,1
1001,14396,95
1157,14396,32
3466,14398,70
278,14400,9
1049,14401,2
3467,14404,3
2122,14405,20
153,14405,15
2123,14405,4
318,14405,1
1063,14406,3
2909,14407,1
2488,14408,5
3468,14410,451
3469,14410,1
3470,14411,2
470,14412,2839
471,14412,1725
3,14412,425
482,14412,391
488,14412,343
3160,14412,231
2385,14412,95
3163,14412,77
2100,14412,72
2387,14412,52
480,14412,33
3166,14412,13
189,14412,8
2069,14412,1
3471,14412,1
565,14413,908
3472,14413,17
3473,14413,14
3474,14413,6
3475,14413,4
3476,14413,3
3477,14413,3
3478,14413,2
278,14414,9
3419,14414,1
34,14415,27
33,14415,12
175,14415,8
35,14415,8
31,14415,5
116,14415,3
32,14415,3
373,14415,3
375,14415,3
49,14415,3
54,14415,2
153,14415,2
58,14415,2
231,14415,2
377,14415,2
378,14415,2
380,14415,1
600,14415,1
1361,14415,1
179,14415,1
664,14416,25
3479,14417,202
2677,14418,356
2678,14418,2
2680,14418,2
2262,14420,1
3480,14422,51
3481,14422,19
3210,14422,7
1530,14422,1
781,14424,11
3482,14425,5
3483,14426,8
1407,14427,6
34,14427,3
31,14427,3
2207,14427,1
3,14428,15
141,14428,8
6,14428,7
142,14428,5
3484,14428,5
143,14428,4
146,14428,4
147,14428,3
148,14428,2
137,14428,2
150,14428,2
152,14428,1
153,14428,1
155,14428,1
156,14428,1
3126,14430,23
3337,14430,4
237,14430,1
3124,14430,1
971,14431,2
3485,14431,2
1903,14432,35
116,14432,2
3466,14435,29
2296,14435,15
31,14436,140
33,14436,59
34,14436,24
32,14436,17
35,14436,17
36,14436,10
40,14436,9
39,14436,8
41,14436,8
42,14436,6
43,14436,5
49,14436,4
52,14436,3
56,14436,2
58,14436,2
59,14436,2
649,14436,2
650,14436,1
651,14436,1
45,14436,1
175,14436,1
38,14436,1
46,14436,1
652,14436,1
3,14436,1
3486,14437,72
2089,14438,1
3433,14439,4
3487,14439,2
1427,14441,5
3488,14444,36
337,14445,9
845,14445,7
3489,14445,1
3490,14445,1
1956,14446,10
3491,14447,13
3492,14448,90
153,14449,24
2955,14450,28
3493,14451,7
1439,14453,20
3494,14454,18
3495,14454,1
3022,14456,9
175,14457,19
1706,14457,6
716,14458,3
2118,14458,1
3496,14459,53
1085,14459,1
781,14460,1
3497,14461,3
781,14462,18
278,14463,6
1248,14464,36
83,14464,5
570,14464,3
1416,14464,1
3498,14465,160
4,14466,16
570,14466,2
3499,14466,1
732,14466,1
83,14466,1
579,14466,1
3500,14467,4
25,14467,3
3179,14469,2
379,14470,11
2486,14471,52
3054,14471,4
153,14473,15
844,14473,2
715,14474,386
1193,14474,28
1031,14474,21
795,14474,5
1245,14474,4
1243,14474,3
1001,14474,3
1244,14474,2
1241,14474,2
1255,14474,1
697,14474,1
1103,14474,1
1246,14474,1
1559,14474,1
1560,14474,1
1561,14474,1
217,14474,1
204,14474,1
624,14474,1
97,14474,1
715,14475,165
1193,14475,24
2762,14475,20
2750,14475,3
21,14475,2
2753,14475,2
2754,14475,2
970,14475,1
2756,14475,1
2757,14475,1
697,14475,1
1243,14475,1
110,14475,1
57,14475,1
2751,14475,1
3461,14475,1
1401,14475,1
3501,14476,3
1922,14477,10
781,14479,6
3502,14480,11
192,14481,58
641,14481,2
2240,14482,8
3503,14483,282
3435,14484,1
3504,14485,1
228,14486,6
1367,14487,2
3502,14488,15
3505,14489,4
1244,14490,10
169,14491,59
145,14491,8
2782,14491,2
3506,14493,35
192,14495,68
3507,14495,1
3508,14496,3
3509,14497,54
3510,14498,18
3511,14498,6
3512,14498,5
3506,14499,15
3513,14499,13
3514,14500,1882
3515,14500,235
882,14501,89
3516,14501,3
3511,14502,39
3512,14502,7
3510,14502,4
3517,14503,2
3518,14503,2
3519,14503,1
3435,14504,14
3520,14505,10
586,14506,59
175,14506,2
3511,14507,7
3521,14507,2
3522,14507,1
3523,14508,39
1,14509,22
182,14509,12
2589,14509,9
89,14509,4
3524,14509,1
3525,14510,1
3139,14511,7
2677,14512,356
2678,14512,2
2680,14512,2
3523,14513,32
3526,14514,67
3527,14514,29
3528,14514,17
3529,14514,7
3530,14514,1
3531,14514,1
1120,14515,33
153,14515,15
1422,14516,54
3532,14516,10
2131,14516,2
334,14516,1
2966,14516,1
3533,14516,1
3409,14517,4
6,14518,27
2118,14519,2
1422,14521,11
2523,14522,12
407,14522,1
2823,14523,36
1175,14524,3
1175,14525,21
337,14525,2
3534,14525,1
2858,14526,2
693,14527,2
693,14528,1
693,14529,3
3535,14529,1
693,14530,3
278,14531,1
3536,14533,1
3537,14534,4
3538,14534,2
3538,14535,1
3539,14536,1
2117,14539,6
846,14540,2
586,14541,56
249,14542,3
249,14543,3
249,14544,3
249,14545,3
249,14546,3
715,14548,110
1193,14548,5
697,14548,3
2762,14548,1
2751,14548,1
715,14549,47
1120,14549,1
3540,14550,62
1248,14551,37
83,14551,5
570,14551,3
1416,14551,1
142,14551,1
3541,14552,12
3542,14553,161
2745,14553,14
97,14554,1
697,14556,3022
3543,14556,1131
3544,14556,283
42,14556,239
3545,14556,229
3546,14556,212
1243,14556,145
3547,14556,139
3548,14556,73
715,14556,69
3549,14556,47
3550,14556,45
3551,14556,41
1248,14556,37
3552,14556,36
3553,14556,34
3554,14556,33
3555,14556,29
393,14556,26
3556,14556,24
3557,14556,23
3299,14556,22
794,14556,22
1070,14556,21
3558,14556,21
3559,14556,21
3560,14556,21
3561,14556,19
3562,14556,17
3563,14556,16
3564,14558,38
3565,14559,7
110,14561,14
110,14563,40
715,14564,59
1193,14564,7
1241,14564,2
2677,14565,430
2678,14565,2
2680,14565,2
1563,14565,1
3566,14566,3418
3567,14566,51
3568,14566,38
124,14566,18
3569,14566,15
3570,14566,13
581,14566,13
3571,14566,13
3572,14566,12
1379,14566,9
3573,14566,7
860,14566,6
1574,14566,6
3574,14566,6
3575,14566,5
3576,14566,5
2338,14566,4
3577,14566,4
3578,14566,4
3579,14566,3
3580,14566,3
3581,14566,3
3582,14566,2
3583,14566,2
3584,14566,2
3585,14566,2
3586,14566,2
3587,14566,2
3588,14566,2
3589,14566,2
3590,14567,22
3591,14568,20
678,14569,6
470,14570,2839
471,14570,1725
3,14570,425
482,14570,391
488,14570,343
3160,14570,231
2385,14570,95
3163,14570,77
2100,14570,72
2387,14570,52
480,14570,33
3166,14570,13
189,14570,10
2069,14570,1
2762,14570,1
3471,14570,1
183,14571,17
439,14574,70
3413,14575,78
3592,14575,23
3593,14576,3
1103,14577,13
6,14577,3
2837,14577,1
729,14578,8
778,14580,1
2207,14581,127
1407,14581,42
1005,14581,9
2208,14581,5
2209,14581,4
31,14581,2
2210,14581,1
605,14582,20
669,14583,88
3594,14585,2
146,14586,5
1677,14586,1
146,14587,20
3595,14587,3
3596,14587,2
1085,14587,2
3597,14587,2
3598,14587,1
3599,14587,1
1677,14587,1
3600,14587,1
882,14588,62
3601,14589,1
2591,14590,5
44,14591,2
3602,14592,6
3603,14593,54
3604,14595,15
2841,14595,9
3605,14595,1
582,14596,919
789,14596,101
484,14596,25
3606,14596,15
3607,14596,12
2656,14596,10
799,14596,10
3608,14596,9
487,14596,8
1005,14596,8
3609,14596,7
3498,14596,6
3115,14596,6
3610,14596,6
3611,14596,5
3612,14596,4
89,14596,4
3613,14596,4
3614,14596,4
3615,14596,4
3616,14596,4
3617,14596,4
3618,14596,4
757,14596,4
3619,14596,3
3620,14596,3
155,14596,3
467,14596,3
3621,14596,3
83,14596,3
249,14597,70
768,14597,2
3622,14597,1
171,14597,1
3623,14598,3
3624,14598,1
2288,14599,60
715,14599,57
1241,14599,2
1193,14599,1
3625,14601,658
439,14601,490
731,14601,215
3626,14601,32
3627,14601,25
110,14601,18
3628,14601,15
3629,14601,14
3630,14601,13
3631,14601,12
3632,14601,12
3633,14601,10
3634,14601,10
3635,14601,8
3636,14601,7
3637,14601,7
3638,14601,6
3639,14601,6
2612,14601,5
3640,14601,5
3641,14601,5
3642,14601,5
3643,14601,5
991,14601,5
3644,14601,5
3645,14601,5
3646,14601,4
3647,14601,4
3648,14601,4
3649,14601,4
3650,14602,69
3651,14603,1
63,14604,491
3652,14604,229
207,14604,194
287,14604,149
1067,14604,28
3653,14604,16
489,14604,12
977,14604,9
76,14604,8
3654,14604,6
237,14604,6
3655,14604,6
377,14604,5
1468,14604,5
3656,14604,4
3657,14604,4
393,14604,4
3658,14604,3
3659,14604,3
1522,14604,3
3660,14604,2
3661,14604,2
3662,14604,2
3663,14604,2
422,14604,2
3664,14604,2
1413,14604,2
3665,14604,2
3666,14604,2
3617,14604,2
1903,14605,41
175,14605,8
116,14605,2
959,14606,111
3667,14606,38
3668,14606,2
3257,14606,1
316,14607,12
131,14607,10
317,14607,7
3669,14611,40
3670,14611,12
882,14612,213
898,14612,1
3671,14612,1
3672,14612,1
3673,14612,1
3674,14612,1
3675,14612,1
1382,14613,5
2677,14614,982
2678,14614,14
2680,14614,2
1563,14614,1
2681,14614,1
3565,14615,1
3,14616,7
1471,14616,1
467,14617,64
1520,14617,3
1473,14617,2
1068,14617,2
2547,14617,2
3399,14617,1
3676,14617,1
2046,14617,1
3677,14617,1
882,14617,1
316,14617,1
3678,14617,1
25,14618,73
249,14620,16
882,14621,182
2254,14621,2
3679,14621,1
3680,14621,1
3681,14621,1
3175,14622,4
1401,14623,39
1382,14623,18
37,14623,1
0,14625,156
1,14625,52
4,14625,34
5,14625,19
6,14625,12
7,14625,10
9,14625,4
10,14625,4
11,14625,4
12,14625,3
14,14625,3
3,14625,3
15,14625,2
16,14625,2
2,14625,2
18,14625,2
20,14625,2
22,14625,1
25,14625,1
3682,14625,1
83,14625,1
1031,14625,1
40,14625,1
2122,14631,23
153,14631,15
2123,14631,4
318,14631,1
3683,14632,5
3683,14633,9
715,14634,57
1241,14634,2
1193,14634,1
183,14635,3
3684,14637,65
3685,14637,38
3686,14637,17
3687,14637,1
3688,14637,1
3689,14637,1
3690,14637,1
3691,14637,1
3692,14637,1
3498,14638,26
3693,14639,153
3694,14640,18
1218,14640,6
1827,14641,31
3695,14642,4
3175,14643,9
961,14643,2
3211,14644,138
3696,14644,110
2333,14644,79
3697,14644,8
297,14644,6
3698,14644,3
3699,14644,2
3700,14644,1
447,14644,1
3701,14644,1
3702,14644,1
3703,14644,1
3704,14644,1
3705,14644,1
3706,14644,1
3707,14644,1
3708,14645,77
663,14645,8
15,14646,133
388,14646,63
390,14646,16
391,14646,4
392,14646,3
394,14646,1
396,14646,1
145,14646,1
397,14646,1
398,14646,1
399,14646,1
400,14646,1
401,14646,1
3693,14648,7
1014,14649,4
3693,14650,1
2635,14651,4
3709,14651,4
3710,14651,1
2,14652,283
217,14652,81
218,14652,68
222,14652,20
224,14652,10
227,14652,5
228,14652,5
231,14652,4
237,14652,3
241,14652,3
242,14652,3
3711,14652,3
3712,14652,3
3713,14652,2
894,14652,2
1182,14652,2
3714,14652,2
2213,14652,2
3715,14652,2
778,14652,2
3193,14652,2
97,14652,2
3716,14652,1
3717,14652,1
721,14652,1
4,14652,1
3718,14652,1
3719,14652,1
1069,14652,1
3720,14652,1
1653,14654,2
175,14654,1
3308,14655,15
3721,14655,2
2955,14656,18
31,14657,46
175,14657,31
33,14657,31
34,14657,23
57,14657,20
30,14657,20
176,14657,19
32,14657,18
39,14657,13
41,14657,8
43,14657,6
116,14657,5
153,14657,4
49,14657,4
45,14657,3
42,14657,3
35,14657,3
182,14657,1
664,14657,1
370,14657,1
171,14657,1
672,14657,1
673,14657,1
674,14657,1
1695,14657,1
2308,14657,1
367,14657,1
675,14657,1
179,14657,1
373,14657,1
2808,14658,4
1263,14659,134
3,14659,83
1264,14659,41
1270,14659,10
1041,14659,7
3722,14659,6
3723,14659,6
1271,14659,5
143,14659,5
1265,14659,4
1266,14659,4
1267,14659,3
1268,14659,2
1269,14659,2
106,14659,1
211,14659,1
1272,14659,1
3724,14660,3
2311,14661,8
11,14662,2
3725,14663,1
882,14667,72
3726,14667,2
1919,14667,1
3727,14667,1
20,14668,2
3728,14670,47
3722,14671,2
1008,14671,1
2886,14672,2
3729,14672,1
781,14673,2
119,14674,5
62,14674,3
25,14675,24
119,14677,44
319,14677,13
3730,14678,56
845,14679,3
36,14681,1
3731,14682,58
3732,14682,2
3733,14683,87
3734,14683,1
3735,14685,77
3736,14685,3
3737,14686,25
1824,14687,1
3738,14688,143
2315,14689,41
3540,14690,34
3,14691,66
316,14691,30
482,14691,1
274,14694,2
3739,14696,2
1428,14697,3
3740,14699,32
3552,14700,29
3741,14701,27
329,14702,19
530,14703,29
2961,14703,9
3742,14703,5
3323,14703,2
3743,14703,1
3744,14703,1
3323,14704,45
530,14704,33
3745,14704,3
1248,14705,37
83,14705,5
570,14705,3
1416,14705,1
142,14705,1
3746,14706,17
403,14707,149
404,14707,51
405,14707,7
406,14707,7
407,14707,2
408,14707,1
184,14708,337
97,14708,30
185,14708,25
30,14708,14
8,14708,6
38,14708,3
192,14708,3
188,14708,2
171,14708,2
204,14708,2
218,14708,1
663,14708,1
208,14708,1
3747,14708,1
3748,14708,1
196,14708,1
563,14708,1
3749,14708,1
3750,14709,6
207,14710,177
3751,14710,87
3752,14710,40
3753,14710,22
3754,14710,19
292,14710,2
3755,14710,1
962,14712,110
1530,14712,64
3210,14712,13
3756,14712,10
2321,14712,7
3757,14712,4
3758,14712,3
3759,14712,2
3760,14712,2
3761,14712,2
3762,14712,2
3763,14712,2
3764,14712,1
3765,14712,1
3276,14712,1
3766,14712,1
3767,14712,1
1101,14712,1
3768,14712,1
3386,14712,1
3769,14712,1
3770,14712,1
3771,14712,1
3772,14712,1
210,14712,1
3773,14712,1
3774,14712,1
2170,14712,1
3775,14712,1
3776,14712,1
1571,14713,110
740,14713,8
1614,14713,7
3777,14713,3
3778,14713,1
2483,14713,1
3779,14713,1
3780,14713,1
3781,14713,1
3782,14713,1
2185,14713,1
3783,14713,1
1530,14713,1
3112,14713,1
3784,14713,1
3785,14713,1
58,14714,86
3786,14715,13
3787,14716,10
124,14717,1
3471,14718,69
3788,14718,7
114,14718,4
3789,14718,1
3790,14721,7
3,14722,75
143,14722,5
1264,14722,3
1267,14722,3
1268,14722,2
3791,14723,2
3792,14726,38
3023,14728,52
1214,14729,21
3793,14729,9
3794,14729,8
3795,14729,7
3796,14729,5
3797,14729,4
3798,14729,4
2683,14729,3
3799,14729,2
3800,14729,2
3801,14729,1
3802,14729,1
3803,14729,1
89,14729,1
3804,14729,1
3805,14729,1
3806,14729,1
3104,14729,1
3807,14729,1
3808,14729,1
3809,14729,1
3810,14729,1
3811,14729,1
3812,14730,2
3812,14731,18
3471,14732,4
170,14733,29
3813,14733,2
3814,14733,1
3815,14734,7
3816,14734,5
2939,14735,27
1176,14735,13
499,14735,4
3192,14736,2
278,14738,2
586,14739,63
3817,14740,9
411,14741,39
3818,14742,9
2473,14742,1
608,14743,3
609,14744,1
3819,14744,1
3820,14745,5
3821,14745,2
3822,14745,1
192,14746,29
2283,14748,4
2376,14748,4
3823,14749,529
3824,14749,370
3825,14749,207
3826,14749,179
1187,14749,120
3827,14749,120
3828,14749,115
2031,14749,114
3829,14749,109
1422,14749,80
3830,14749,64
3831,14749,35
3832,14749,29
3833,14749,26
3834,14749,24
3835,14749,20
3836,14749,19
3837,14749,18
3838,14749,17
3839,14749,9
3840,14749,7
3841,14749,7
3842,14749,7
3843,14749,5
3844,14749,5
3845,14749,4
3846,14749,4
3847,14749,4
3848,14749,4
3849,14749,4
1001,14750,10
3850,14751,6
3851,14752,57
3852,14752,51
3853,14752,45
3854,14752,39
2118,14752,25
3855,14752,19
3856,14752,16
3857,14752,14
3858,14752,13
3859,14752,12
3860,14752,10
3861,14752,10
3862,14752,7
3863,14752,7
3864,14752,6
3865,14752,6
3866,14752,6
3867,14752,6
3868,14752,6
3869,14752,6
3870,14752,6
3871,14752,5
3872,14752,5
3873,14752,5
716,14752,5
3874,14752,5
3875,14752,5
3876,14752,5
729,14752,4
3877,14752,4
716,14753,8
3878,14754,1
3879,14755,16
3880,14755,10
3881,14755,9
716,14755,5
3882,14755,4
3883,14755,4
3884,14755,3
3885,14755,3
3886,14755,2
3887,14755,2
3851,14755,2
3888,14755,2
3889,14755,2
3890,14755,1
1458,14755,1
3891,14755,1
729,14755,1
3892,14755,1
2118,14756,25
3865,14756,7
3872,14756,5
716,14756,5
1650,14756,2
3893,14757,7
1186,14758,388
3894,14758,23
3895,14758,16
1561,14758,7
1436,14758,4
195,14758,3
3896,14758,3
1707,14758,2
3897,14758,2
3898,14758,2
3899,14758,2
625,14758,1
61,14758,1
1994,14758,1
3900,14758,1
155,14758,1
471,14758,1
2066,14758,1
3901,14758,1
257,14758,1
1863,14758,1
2938,14758,1
3902,14758,1
2966,14758,1
1085,14758,1
1087,14760,6
3903,14761,6
3904,14762,2
2584,14763,277
3905,14763,2
2932,14763,1
1005,14766,90
2209,14766,67
2207,14766,65
30,14766,42
197,14766,41
2208,14766,35
34,14766,16
61,14766,10
1407,14766,8
3906,14766,7
31,14766,6
3907,14766,2
222,14766,2
1695,14766,1
192,14766,1
2,14766,1
3908,14766,1
181,14766,1
58,14767,3
2307,14768,68
1406,14768,23
3909,14768,14
938,14768,10
3910,14768,5
3911,14768,5
3912,14768,4
3913,14768,3
3914,14768,3
990,14768,2
1175,14768,2
3915,14768,1
370,14768,1
372,14768,1
3916,14768,1
3917,14769,1
3,14770,23
3918,14770,6
124,14770,2
83,14770,1
1471,14772,3
440,14772,2
781,14773,13
3919,14775,1
1822,14776,7
3728,14777,4
3920,14778,73
2693,14779,4
207,14781,5
586,14782,63
3921,14783,5
2175,14784,720
1664,14784,380
2086,14784,173
2861,14784,139
2862,14784,80
2863,14784,64
488,14784,59
2865,14784,16
2867,14784,11
2869,14784,7
2871,14784,7
2873,14784,6
2874,14784,5
2875,14784,5
2749,14784,5
114,14784,5
2877,14784,5
3922,14784,5
3410,14784,4
3923,14784,4
237,14784,4
3924,14784,4
1028,14784,3
1662,14784,3
3925,14784,3
3198,14784,2
3926,14784,2
3927,14784,2
490,14784,2
3928,14784,1
2979,14785,151
1695,14787,385
1005,14787,24
1174,14787,4
1696,14787,2
372,14787,2
1697,14787,1
1560,14788,125
3929,14789,24
3930,14789,8
3931,14791,2
693,14792,43
1827,14794,4
1560,14795,105
3932,14796,9
3933,14797,41
3934,14798,2
1925,14799,58
3935,14799,8
3936,14799,5
3937,14799,3
3938,14799,2
3939,14799,2
3940,14799,2
3941,14799,2
3942,14799,2
3943,14799,2
3944,14799,1
3945,14799,1
1925,14800,65
3946,14800,1
3947,14801,26
1422,14802,5
153,14802,1
3948,14803,1
3949,14804,5
3950,14805,25
3102,14805,12
4,14806,5
1272,14806,2
3951,14807,13
1076,14808,10
0,14809,4
146,14809,2
116,14810,4
43,14810,1
2489,14810,1
248,14811,1
3491,14812,14
1903,14814,35
175,14814,3
116,14814,2
468,14815,15
1933,14817,11
1933,14818,4
3952,14819,17
3953,14819,9
192,14820,342
770,14822,10
192,14823,8
31,14824,142
33,14824,59
30,14824,32
34,14824,26
32,14824,17
35,14824,17
36,14824,10
40,14824,9
39,14824,8
41,14824,8
42,14824,7
43,14824,5
49,14824,4
52,14824,3
56,14824,2
58,14824,2
59,14824,2
649,14824,2
650,14824,1
651,14824,1
45,14824,1
57,14824,1
175,14824,1
38,14824,1
46,14824,1
652,14824,1
50,14824,1
3,14824,1
3954,14827,16
3955,14827,1
3956,14829,326
3957,14830,16
38,14833,18
38,14835,17
1676,14836,13
367,14836,2
1677,14836,1
367,14837,2
1676,14837,1
2826,14838,23
0,14839,237
91,14839,11
89,14839,5
95,14839,4
97,14839,4
4,14839,3
101,14839,3
106,14839,2
3958,14839,1
1391,14840,4
361,14840,2
3415,14841,8
2127,14842,11
3409,14843,1
1021,14844,10
3750,14844,5
2046,14844,2
3959,14844,2
3960,14844,1
286,14844,1
3961,14845,11
2314,14846,39
3962,14847,4
96,14847,4
313,14847,3
3963,14847,2
3964,14847,1
1967,14848,2
31,14849,142
33,14849,59
30,14849,32
34,14849,26
32,14849,17
35,14849,17
36,14849,10
40,14849,9
39,14849,8
41,14849,8
42,14849,7
43,14849,5
49,14849,4
52,14849,3
56,14849,2
58,14849,2
59,14849,2
649,14849,2
650,14849,1
651,14849,1
45,14849,1
57,14849,1
175,14849,1
38,14849,1
46,14849,1
652,14849,1
50,14849,1
3,14849,1
648,14850,41
3747,14851,111
470,14854,2839
471,14854,1735
3,14854,425
482,14854,391
488,14854,343
3160,14854,231
2385,14854,95
3163,14854,77
2100,14854,76
2387,14854,52
480,14854,41
189,14854,24
3166,14854,13
90,14854,4
586,14854,3
663,14854,2
2069,14854,2
3566,14854,1
2762,14854,1
2096,14854,1
3965,14854,1
842,14854,1
3471,14854,1
3315,14854,1
3471,14855,17
3966,14857,30
2828,14858,2
2828,14859,1
0,14860,4
3750,14861,2
367,14863,7
4,14863,6
904,14863,4
719,14864,3
3967,14865,4
3968,14866,5
367,14867,173
2094,14868,5
3969,14869,8
1193,14870,246
2490,14870,3
132,14871,2
0,14872,214
4,14872,3
106,14872,2
91,14872,2
3958,14872,1
4,14874,1
3,14874,1
2148,14876,4
2584,14877,44
2207,14878,128
1407,14878,58
845,14878,12
1005,14878,9
34,14878,8
2208,14878,5
31,14878,5
2209,14878,4
2210,14878,1
778,14879,6
3,14879,5
2762,14880,128
3970,14880,1
4,14881,2
721,14882,32
3971,14883,102
3972,14884,69
3973,14884,4
3974,14884,4
3975,14884,3
3976,14884,2
3977,14884,1
3978,14884,1
3972,14885,926
3979,14885,89
3980,14885,6
3981,14885,3
3982,14885,3
3983,14885,3
3984,14885,2
3985,14885,2
3986,14885,2
3987,14885,2
3988,14885,1
3989,14885,1
3990,14885,1
3991,14885,1
3992,14885,1
3993,14885,1
3994,14885,1
3995,14885,1
3996,14885,1
3997,14885,1
3,14887,75
143,14887,5
1264,14887,3
1267,14887,3
1268,14887,2
3998,14887,1
1927,14889,16
1413,14890,1
2918,14891,51
3999,14891,4
530,14892,2
143,14893,46
3786,14894,1
4000,14895,15
4001,14895,14
1853,14895,4
4002,14895,1
4003,14895,1
3731,14896,3
21,14897,5
1396,14898,45
1241,14898,14
425,14898,8
561,14899,164
4004,14899,1
3063,14900,10
2234,14900,1
143,14900,1
4005,14901,134
1711,14902,1
44,14905,2
2482,14905,2
3242,14906,5
996,14907,28
3447,14907,8
4006,14908,6
3025,14910,186
4007,14910,148
4008,14910,14
4009,14910,3
4010,14911,469
4011,14911,4
4012,14911,1
4013,14913,50
4014,14917,13
2939,14917,6
559,14917,2
3393,14917,1
4015,14918,117
4016,14919,59
4017,14919,28
4016,14920,66
4017,14920,49
4018,14923,10
2508,14925,633
2507,14925,119
35,14925,36
52,14925,29
2523,14925,5
8,14925,2
493,14925,2
931,14925,1
4019,14925,1
4020,14926,34
4021,14927,15
4021,14928,6
4021,14929,3
4021,14930,23
4021,14931,10
2624,14932,5
4022,14933,231
4023,14933,1
4024,14933,1
31,14934,144
33,14934,59
30,14934,49
34,14934,26
32,14934,17
35,14934,17
36,14934,10
40,14934,9
39,14934,8
41,14934,8
42,14934,7
43,14934,5
49,14934,4
52,14934,3
56,14934,2
58,14934,2
59,14934,2
649,14934,2
650,14934,1
651,14934,1
45,14934,1
57,14934,1
175,14934,1
38,14934,1
46,14934,1
652,14934,1
50,14934,1
3,14934,1
1426,14936,4
218,14937,19
2,14937,13
231,14937,4
217,14937,2
439,14937,1
1053,14937,1
4025,14938,27
2597,14938,24
1963,14938,16
4026,14939,92
4027,14940,21
1715,14940,11
1597,14940,7
4028,14940,6
4029,14940,6
4030,14940,5
4031,14940,4
4032,14940,4
4033,14940,3
4034,14940,3
4035,14940,2
4036,14940,2
4037,14940,2
4038,14940,1
4039,14940,1
403,14940,1
4040,14940,1
4041,14940,1
4042,14940,1
4043,14940,1
4044,14941,118
4045,14942,3
2385,14945,128
2384,14945,87
2387,14945,77
2131,14945,56
4046,14945,2
2399,14945,1
4047,14946,106
2063,14946,56
4048,14946,17
4049,14946,11
4050,14946,10
4051,14946,10
4052,14946,9
4053,14946,8
69,14946,7
1120,14946,7
4054,14946,6
4055,14946,5
4056,14946,4
2443,14946,4
4057,14946,4
4058,14946,4
4059,14946,3
4060,14946,2
4061,14946,2
579,14946,2
4062,14946,2
300,14946,2
4063,14946,2
4064,14946,1
4065,14946,1
4066,14946,1
2697,14946,1
4067,14946,1
4068,14946,1
4069,14946,1
770,14949,2
43,14950,2
456,14950,1
4070,14951,1
776,14951,1
2762,14952,88
2939,14952,5
384,14953,61
4071,14953,1
1053,14954,11
904,14955,41
4072,14955,1
1410,14955,1
2500,14956,48
3435,14957,986
3735,14957,108
4073,14957,3
4074,14957,3
2954,14958,46
4,14959,58
2987,14959,37
4075,14959,3
4076,14959,2
89,14959,1
4077,14960,12
4078,14960,4
3312,14961,1
882,14962,994
883,14962,51
884,14962,44
885,14962,18
886,14962,14
887,14962,11
