Source,Target,Weight
117,26724,13
663,26724,10
586,26724,4
3,26763,16
189,26763,6
586,26796,1
35,26817,36
58,26883,31
4,26920,3
470,26941,2912
471,26941,1996
3,26941,456
482,26941,452
488,26941,346
189,26941,209
480,26941,111
2387,26941,52
142,26941,32
117,26941,13
663,26941,10
586,26941,4
4,26975,3
58,27022,6
586,27062,1
470,27077,3031
471,27077,2229
482,27077,495
3,27077,458
189,27077,372
488,27077,346
480,27077,218
2387,27077,53
142,27077,34
117,27077,14
663,27077,10
175,27109,30
34,27109,28
30,27109,23
31,27109,22
35,27109,8
153,27109,2
58,27109,2
189,27121,6
30,27121,1
58,27152,13
3,27170,15
142,27170,5
153,27170,1
34,27206,21
30,27206,17
31,27206,8
175,27206,4
35,27206,3
470,27254,3045
471,27254,2537
482,27254,500
189,27254,492
3,27254,460
488,27254,346
480,27254,315
31,27254,70
2387,27254,53
142,27254,34
117,27254,14
30,27254,12
586,27254,12
663,27254,10
488,27320,10
30,27328,14
663,27328,1
